time,open,high,low,close,tick_volume,spread,real_volume
2022-08-01 00:00:00,1.02083,1.0226,1.02055,1.02201,12308,5,0
2022-08-01 04:00:00,1.02201,1.02412,1.02153,1.02237,18904,5,0
2022-08-01 08:00:00,1.02238,1.02675,1.02132,1.02556,36947,5,0
2022-08-01 12:00:00,1.02556,1.027,1.02247,1.02358,41369,3,0
2022-08-01 16:00:00,1.02358,1.02752,1.02265,1.02738,56289,5,0
2022-08-01 20:00:00,1.02738,1.02741,1.02453,1.02601,17067,5,0
2022-08-02 00:00:00,1.02601,1.02938,1.02488,1.02864,15259,5,0
2022-08-02 04:00:00,1.02864,1.02865,1.02608,1.02711,28328,4,0
2022-08-02 08:00:00,1.02711,1.02767,1.0215,1.02406,46378,3,0
2022-08-02 12:00:00,1.02406,1.02454,1.02065,1.02116,40758,4,0
2022-08-02 16:00:00,1.02117,1.02358,1.01809,1.01948,68448,5,0
2022-08-02 20:00:00,1.01948,1.01959,1.01633,1.01645,21267,5,0
2022-08-03 00:00:00,1.01644,1.01712,1.015,1.01579,12718,5,0
2022-08-03 04:00:00,1.0158,1.01936,1.01567,1.01859,20041,5,0
2022-08-03 08:00:00,1.01858,1.01912,1.01539,1.01875,38359,4,0
2022-08-03 12:00:00,1.01875,1.02103,1.01785,1.01858,42693,4,0
2022-08-03 16:00:00,1.01857,1.01874,1.01224,1.01499,63889,4,0
2022-08-03 20:00:00,1.01499,1.01738,1.01482,1.01621,15456,5,0
2022-08-04 00:00:00,1.01621,1.01698,1.01541,1.0165,10701,5,0
2022-08-04 04:00:00,1.01649,1.0176,1.01601,1.0164,11797,5,0
2022-08-04 08:00:00,1.01639,1.0194,1.01563,1.01915,30456,4,0
2022-08-04 12:00:00,1.01915,1.01978,1.01601,1.01879,52805,4,0
2022-08-04 16:00:00,1.0188,1.02393,1.01731,1.02365,53951,4,0
2022-08-04 20:00:00,1.02364,1.02538,1.02304,1.02444,14434,5,0
2022-08-05 00:00:00,1.02444,1.02519,1.02312,1.02321,7819,5,0
2022-08-05 04:00:00,1.02321,1.02395,1.02293,1.02349,11574,4,0
2022-08-05 08:00:00,1.02349,1.02392,1.02182,1.02236,23321,4,0
2022-08-05 12:00:00,1.02236,1.02384,1.01539,1.01576,48297,5,0
2022-08-05 16:00:00,1.01577,1.01874,1.01414,1.01825,62603,4,0
2022-08-05 20:00:00,1.01825,1.01928,1.01704,1.01773,20438,5,0
2022-08-08 00:00:00,1.01727,1.01779,1.0159,1.01662,10200,5,0
2022-08-08 04:00:00,1.01662,1.01856,1.01641,1.01854,10007,5,0
2022-08-08 08:00:00,1.01855,1.02148,1.0171,1.01917,29020,5,0
2022-08-08 12:00:00,1.01917,1.02022,1.01726,1.01984,27756,5,0
2022-08-08 16:00:00,1.01985,1.02217,1.01907,1.01959,32058,4,0
2022-08-08 20:00:00,1.01959,1.02054,1.01851,1.01926,13506,5,0
2022-08-09 00:00:00,1.01926,1.02008,1.01888,1.01914,5470,5,0
2022-08-09 04:00:00,1.01914,1.01975,1.01882,1.01939,7546,5,0
2022-08-09 08:00:00,1.01938,1.02446,1.01926,1.02393,22408,4,0
2022-08-09 12:00:00,1.02392,1.02473,1.02145,1.02372,28657,2,0
2022-08-09 16:00:00,1.02372,1.02441,1.02144,1.02182,27667,5,0
2022-08-09 20:00:00,1.02182,1.022,1.02024,1.02114,9213,5,0
2022-08-10 00:00:00,1.02114,1.02135,1.02026,1.0207600000000001,5915,5,0
2022-08-10 04:00:00,1.0207600000000001,1.0219,1.02052,1.02129,6194,5,0
2022-08-10 08:00:00,1.02129,1.02257,1.02018,1.02222,19369,5,0
2022-08-10 12:00:00,1.02222,1.03456,1.0217,1.03238,53046,5,0
2022-08-10 16:00:00,1.03239,1.03685,1.0305,1.03249,76587,4,0
2022-08-10 20:00:00,1.03249,1.03281,1.02943,1.0298,24010,5,0
2022-08-11 00:00:00,1.02983,1.03038,1.02933,1.02981,6961,5,0
2022-08-11 04:00:00,1.02981,1.02981,1.02813,1.0283,9330,5,0
2022-08-11 08:00:00,1.02831,1.03413,1.02753,1.0341,30099,4,0
2022-08-11 12:00:00,1.0341,1.03518,1.0322,1.0346899999999999,41145,5,0
2022-08-11 16:00:00,1.0346899999999999,1.03643,1.03236,1.03299,49838,5,0
2022-08-11 20:00:00,1.03299,1.03324,1.03094,1.03167,17317,5,0
2022-08-12 00:00:00,1.03168,1.03263,1.03065,1.03129,6730,5,0
2022-08-12 04:00:00,1.03129,1.03215,1.03047,1.03173,8891,5,0
2022-08-12 08:00:00,1.03173,1.03242,1.02879,1.03018,25443,5,0
2022-08-12 12:00:00,1.03018,1.03084,1.02689,1.02704,33734,4,0
2022-08-12 16:00:00,1.02705,1.0284,1.02381,1.02563,46008,4,0
2022-08-12 20:00:00,1.02563,1.02678,1.02535,1.02578,10154,5,0
2022-08-15 00:00:00,1.02562,1.02672,1.02533,1.02661,6535,5,0
2022-08-15 04:00:00,1.02661,1.02682,1.02397,1.02503,10476,5,0
2022-08-15 08:00:00,1.02503,1.02521,1.01999,1.02069,21312,5,0
2022-08-15 12:00:00,1.02069,1.02144,1.01857,1.02006,33104,5,0
2022-08-15 16:00:00,1.02005,1.02231,1.01714,1.01755,29786,5,0
2022-08-15 20:00:00,1.01755,1.01783,1.01543,1.01579,8709,5,0
2022-08-16 00:00:00,1.01579,1.0166,1.01472,1.01535,9282,5,0
2022-08-16 04:00:00,1.01535,1.01696,1.01488,1.01588,9730,5,0
2022-08-16 08:00:00,1.01588,1.01687,1.01339,1.01387,30194,3,0
2022-08-16 12:00:00,1.01386,1.01464,1.01223,1.01435,37081,5,0
2022-08-16 16:00:00,1.01435,1.01947,1.01429,1.01655,37082,5,0
